TimeStamp,PresentDOD0,CurrentCapacity,IsCharging,Temperature,Amperage,InstantAmperage,Voltage,StateOfCharge,ChargeAccum,ResScale,RSS,ITMiscStatus,AccumulatedSystemLoad,AccumulatedSystemPowerIn,VirtualTemperature,SystemVoltageIn,SystemCurrentIn,Watts
2026-08-05 12:05:34,8673,52,0,2859,-99,-84,3875,51,-3636,662,83,42018,843855980,916424789,2859,0,0,0
2026-08-05 12:15:35,8941,51,0,2879,-509,-332,3831,48,-3599,899,86,42018,844363899,916424789,2829,0,0,0
2026-08-05 12:20:34,9076,50,0,3139,-649,-562,3819,47,-3564,848,79,42017,844839288,916424789,3059,0,0,0
2026-08-05 12:25:34,9070,49,0,3159,-58,-77,3850,48,-3527,944,76,42017,845347524,916424789,3169,0,0,0
2026-08-05 12:55:34,9398,47,0,3100,-884,-911,3796,46,-3467,895,80,42017,846181605,916424789,3079,0,0,0
2026-08-05 13:05:35,9574,45,0,3259,-254,-224,3823,44,-3394,997,76,42016,847174845,916424789,3259,0,0,0
2026-08-05 13:10:34,9782,44,0,3219,-331,-345,3810,43,-3356,1010,79,42018,847695650,916424789,3219,0,0,0
2026-08-05 13:15:34,9964,43,0,3200,-529,-419,3808,42,-3330,954,80,42019,848053054,916424789,3189,0,0,0
2026-08-05 13:20:34,10089,42,0,3319,-221,-216,3809,41,-3295,981,78,42018,848532811,916424789,3319,0,0,0
2026-08-05 13:30:34,10350,39,0,3479,-96,-79,3796,39,-3182,1159,76,42023,850066001,916424789,3489,0,0,0
2026-08-05 13:35:34,10666,38,0,3250,-163,-165,3795,37,-3161,749,87,42023,850352322,916424789,3259,0,0,0
2026-08-05 13:40:34,10811,37,0,3139,-259,-185,3798,36,-3148,770,93,42022,850529188,916424789,3139,0,0,0
2026-08-05 14:10:34,10793,36,0,2919,-34,-7,3808,37,-3099,699,100,42022,851195561,916424789,2919,0,0,0
2026-08-05 14:20:34,11081,34,0,3359,-149,-110,3773,34,-2993,1124,90,42022,852613849,916424789,3359,0,0,0
2026-08-05 14:25:34,11489,32,0,3409,-862,-1113,3702,31,-2944,948,91,42020,853272642,916424789,3369,0,0,0
2026-08-05 14:35:34,11909,29,0,3419,-964,-832,3707,28,-2851,921,84,42021,854521649,916424789,3400,0,0,0
2026-08-05 14:45:34,12169,27,0,3379,-1245,-1211,3676,27,-2767,953,85,42023,855641886,916424789,3369,0,0,0
2026-08-05 14:50:34,12292,26,0,3369,-374,-388,3727,26,-2732,1018,85,42022,856111684,916424789,3369,0,0,0
2026-08-05 14:55:34,12440,25,0,3350,-310,-352,3726,25,-2705,886,86,42020,856475984,916424789,3350,0,0,0
2026-08-05 15:05:34,12675,24,0,3279,-355,-389,3717,24,-2647,952,88,42020,857245626,916424789,3279,0,0,0
2026-08-05 15:10:34,12756,23,0,3179,-19,-9,3742,23,-2624,834,90,42021,857548888,916424789,3179,0,0,0
2026-08-05 15:15:34,12757,22,0,3089,-50,-25,3723,23,-2604,745,94,42020,857821728,916424789,3089,0,0,0
2026-08-05 15:20:34,13018,21,0,2959,-36,-11,3741,22,-2597,722,99,42020,857912834,916424789,2959,0,0,0
2026-08-05 15:35:34,13148,20,0,2939,-462,-458,3696,20,-2536,914,102,42022,858731220,916424789,2929,0,0,0
2026-08-05 15:45:34,13296,19,0,3019,-290,-373,3700,19,-2476,918,100,42023,859524351,916424789,3019,0,0,0
2026-08-05 15:55:34,13510,18,0,3129,-290,-272,3689,18,-2411,915,99,42027,860390432,916424789,3119,0,0,0
2026-08-05 16:00:35,13573,17,0,3029,-52,-13,3710,18,-2381,971,104,42024,860794419,916424789,3029,0,0,0
2026-08-05 16:05:34,13768,16,0,3039,-21,-8,3714,17,-2370,818,108,42026,860937323,916424789,3039,0,0,0
2026-08-05 16:25:34,13825,15,0,2889,-381,-314,3678,16,-2322,880,117,42024,861568575,916424789,2879,0,0,0
2026-08-05 16:35:34,14048,14,0,3119,-259,-237,3670,14,-2263,912,108,42026,862346379,916424789,3109,0,0,0
2026-08-05 16:40:34,14222,13,0,3269,-140,-145,3671,13,-2227,933,99,42030,862828561,916424789,3269,0,0,0
2026-08-05 16:45:34,14458,11,0,3319,-350,-348,3652,11,-2193,976,96,42030,863270723,916424789,3319,0,0,0
2026-08-05 16:50:35,14747,10,0,3269,-469,-605,3636,9,-2165,921,103,42028,863638526,916424789,3259,0,0,0
2026-08-05 16:55:35,14989,8,0,3250,-414,-210,3654,7,-2141,866,108,42029,863955474,916424789,3250,0,0,0
2026-08-05 17:00:34,15106,7,0,3179,-334,-388,3643,7,-2116,811,117,42031,864285583,916424789,3169,0,0,0
2026-08-05 17:10:34,15242,6,0,3319,-331,-415,3640,6,-2062,801,115,42029,864991182,916424789,3319,0,0,0
2026-08-05 17:25:35,15378,5,0,3369,-1149,-1267,3553,5,-1971,774,118,42030,866180733,916424789,3339,0,0,0
2026-08-05 17:40:34,15502,4,0,3369,-195,-227,3612,4,-1883,742,127,42018,867328938,916424789,3369,0,0,0
2026-08-05 17:50:34,15692,3,0,3350,-197,-167,3546,3,-1821,810,166,42022,868117668,916424789,3350,0,0,0
2026-08-05 17:55:34,15816,2,0,3259,-152,-141,3476,2,-1780,790,224,42024,868640179,916424789,3269,0,0,0
2026-08-05 18:05:34,14990,8,1,3609,2835,2836,3889,8,-1994,1000,94,42024,869616433,920392748,3219,4325,2790,15
2026-08-05 18:10:34,14161,14,1,3759,2622,2609,3904,14,-2211,1000,84,42025,870356657,924174248,3419,4330,2731,15
2026-08-05 18:15:35,13381,19,1,3669,2417,2465,3925,19,-2415,1000,79,42025,871062129,927759034,3429,4347,2728,15
2026-08-05 18:20:34,12627,24,1,3789,2522,2539,3954,24,-2613,1000,75,42025,871661116,931167958,3500,4372,2636,15
2026-08-05 18:25:34,11885,29,1,3829,2491,2503,3970,29,-2807,1000,74,42025,872298682,934573191,3529,4375,2578,15
2026-08-05 18:30:34,11214,33,0,3539,-218,-271,3846,34,-2983,1000,84,42025,872963775,937764675,3550,0,0,0
2026-08-05 18:45:34,11540,32,0,3259,-431,-319,3783,31,-2897,275,94,42024,874131531,937764675,3259,0,0,0
2026-08-05 18:50:34,11649,31,0,3250,-303,-289,3781,31,-2869,309,93,42024,874521678,937764675,3250,0,0,0
2026-08-05 18:55:35,11795,30,0,3229,-459,-544,3756,29,-2830,461,90,42027,875041814,937764675,3229,0,0,0
2026-08-05 19:00:34,11924,29,0,3109,-371,-627,3749,29,-2797,487,95,42026,875495616,937764675,3109,0,0,0
2026-08-05 19:05:34,12078,28,0,3129,-756,-898,3724,28,-2756,464,94,42026,876040313,937764675,3119,0,0,0
2026-08-05 19:10:35,12177,27,0,2969,-302,-305,3753,27,-2731,527,100,42024,876391174,937764675,2959,0,0,0
2026-08-05 19:15:34,12354,26,0,3100,-498,-537,3728,26,-2684,655,95,42026,877009657,937764675,3100,0,0,0
2026-08-05 19:20:34,12509,25,0,3139,-379,-412,3727,25,-2644,748,94,42026,877557029,937764675,3139,0,0,0
2026-08-05 19:35:34,12595,24,0,2629,-32,-7,3758,25,-2621,561,117,42025,877860329,937764675,2629,0,0,0
2026-08-05 19:40:34,12774,23,0,2919,-1077,-1241,3651,22,-2574,926,102,42026,878478570,937764675,2889,0,0,0
2026-08-05 19:49:05,12837,22,0,2969,-302,-330,3721,23,-2558,871,99,42027,878699122,937764675,2969,0,0,0
2026-08-05 20:30:37,13013,21,0,2469,-17,-12,3744,22,-2512,627,125,42025,879318149,937764675,2469,0,0,0
2026-08-05 21:05:36,13151,20,0,2450,-75,-50,3737,21,-2476,632,129,42025,879804850,937764675,2450,0,0,0
2026-08-05 21:45:38,13299,19,0,2459,-14,-8,3736,20,-2437,632,131,42025,880324120,937764675,2459,0,0,0
2026-08-05 22:25:34,13482,18,0,2529,-19,-16,3727,19,-2389,912,129,42025,880962399,937764675,2529,0,0,0
2026-08-05 22:40:34,13600,17,0,2489,-26,-20,3721,18,-2358,754,135,42024,881370935,937764675,2489,0,0,0
2026-08-05 22:55:35,13749,16,0,2419,-21,-9,3720,17,-2343,683,148,42025,881565477,937764675,2419,0,0,0
2026-08-05 23:20:34,13857,15,0,2389,-17,-10,3715,16,-2318,569,154,42027,881910365,937764675,2389,0,0,0
2026-08-05 23:55:34,14056,14,0,2400,-141,-132,3696,15,-2281,568,159,42027,882391973,937764675,2400,0,0,0
2026-08-06 00:15:34,14134,13,0,2739,-17,-9,3700,14,-2249,767,129,42024,882819361,937764675,2739,0,0,0
2026-08-06 00:35:44,14346,12,0,2650,-16,-29,3692,13,-2216,655,136,42024,883259563,937764675,2650,0,0,0
2026-08-06 00:40:34,14458,11,0,2600,-19,-14,3693,12,-2212,628,142,42024,883314765,937764675,2600,0,0,0
2026-08-06 00:50:40,14615,10,0,2819,-14,-7,3685,11,-2178,849,128,42031,883758663,937764675,2829,0,0,0
2026-08-06 00:55:34,14916,8,0,2639,-69,-31,3684,8,-2172,692,156,42031,883838461,937764675,2639,0,0,0
2026-08-06 01:05:34,15035,7,0,2459,-88,-216,3673,7,-2163,605,179,42028,883948263,937764675,2459,0,0,0
2026-08-06 01:45:34,15283,6,0,3289,-262,-165,3653,5,-1999,807,115,42030,886095689,937764675,3289,0,0,0
2026-08-06 01:55:34,15404,5,0,3150,-709,-934,3571,4,-1932,901,130,42019,886967561,937764675,3129,0,0,0
2026-08-06 02:10:34,15587,4,0,3379,-359,-361,3570,3,-1845,861,139,42016,888102912,937764675,3369,0,0,0
2026-08-06 02:15:34,15699,3,0,3409,-685,-944,3498,3,-1814,763,164,42016,888496009,937764675,3400,0,0,0
2026-08-06 02:20:34,15779,2,0,3400,-163,-92,3494,2,-1774,837,193,42020,888992606,937764675,3409,0,0,0
2026-08-06 02:25:34,15791,3,1,4189,4292,4331,3823,3,-1784,1000,165,42024,889610339,938554843,3509,8582,2182,20
2026-08-06 02:30:34,14454,12,1,4229,4188,4192,3986,12,-2135,1000,71,42025,890288753,944199017,3409,8612,2181,20
2026-08-06 02:35:34,13117,21,1,4250,4142,4162,4038,21,-2484,1000,66,42025,890921805,949891465,3450,8628,2180,20
2026-08-06 02:40:34,11840,29,1,4309,4121,4129,4070,29,-2819,1000,67,42025,891613768,955476582,3519,8633,2181,20
2026-08-06 02:45:34,10587,38,1,4309,3977,3983,4098,38,-3147,1000,67,42025,892208714,960902747,3559,8644,2108,20
2026-08-06 02:50:34,9317,46,1,4229,3762,3769,4129,46,-3479,1000,58,42025,892828782,966441741,3559,8682,1996,20
2026-08-06 02:55:35,8202,54,1,4269,3702,3669,4170,54,-3771,1000,58,42025,893577927,971551297,3619,8647,2154,20
2026-08-06 03:00:34,7091,61,1,4219,3166,3173,4198,61,-4062,1000,88,42025,894433848,976815357,3719,8733,1759,20
2026-08-06 03:05:34,6177,67,1,3900,2627,2633,4231,67,-4301,1000,81,42025,894932479,980940972,3559,8796,1420,20
2026-08-06 03:10:34,5355,73,1,3800,2564,2568,4298,73,-4516,1000,74,42025,895395798,984709586,3450,8778,1455,20
2026-08-06 03:15:35,4693,78,1,3479,1681,1685,4298,77,-4690,1000,86,42025,895765550,987772642,3329,8911,922,20
2026-08-06 03:20:37,4214,81,1,3479,1495,1500,4321,80,-4815,1000,88,42025,896537013,990489889,3350,4729,1717,20
2026-08-06 03:25:37,3749,84,1,3409,1496,1501,4362,84,-4937,1000,93,42025,896865981,992728139,3289,4777,1460,20
2026-08-06 03:31:21,3290,87,1,3300,1490,1498,4407,87,-5057,1000,97,42025,897084879,994841853,3179,4754,1556,15
2026-08-06 03:35:37,2848,90,1,3139,1080,1084,4418,90,-5173,1000,105,42025,897265535,996870937,3069,4897,1024,15
2026-08-06 03:40:37,2675,92,1,3050,900,905,4418,91,-5218,1000,109,42026,897336367,997666614,2989,4935,855,15
2026-08-06 03:46:41,2350,94,1,2939,630,633,4418,93,-5303,1000,113,42026,897588141,999265019,2900,4997,592,15
2026-08-06 03:50:46,2257,95,0,2839,0,2,4368,94,-5327,1000,117,42026,897782911,999852488,2839,5027,467,15
2026-08-06 09:51:05,3016,94,0,2489,-145,-147,4274,89,-5138,624,133,47144,905714868,1004864563,2489,0,0,0
2026-08-06 10:41:46,3165,93,0,2389,-17,-5,4276,89,-5099,625,139,47144,906315048,1004864563,2389,0,0,0
2026-08-06 11:35:37,3326,92,0,2379,-93,-44,4256,88,-5057,683,137,47144,906958663,1004864563,2369,0,0,0
2026-08-06 11:50:41,3446,91,0,2459,-12,-5,4249,87,-5026,737,130,47144,907444472,1004864563,2459,0,0,0
2026-08-06 12:05:37,3539,90,0,2719,-469,-1255,4165,86,-5001,826,118,47146,907812333,1004864563,2689,0,0,0
2026-08-06 12:10:36,3705,89,0,3089,-168,-127,4212,84,-4958,861,103,47144,908460512,1004864563,3069,0,0,0
2026-08-06 12:15:37,3977,86,0,3359,-274,-265,4182,82,-4887,1034,93,47147,909518522,1004864563,3359,0,0,0
2026-08-06 12:20:36,4110,85,0,3389,-2200,-2503,4068,81,-4852,881,92,47146,910032513,1004864563,3389,0,0,0
2026-08-06 12:25:37,4284,84,0,3509,-217,-370,4155,80,-4806,961,85,47144,910719748,1004864563,3500,0,0,0
2026-08-06 12:30:37,4458,83,0,3459,-2708,-3347,3990,78,-4761,733,85,47147,911398210,1004864563,3419,0,0,0
2026-08-06 12:35:37,4619,82,0,3279,-306,-259,4139,78,-4719,887,90,47144,912019009,1004864563,3300,0,0,0
2026-08-06 12:40:37,4716,81,0,3100,-247,-294,4132,77,-4693,816,95,47144,912396413,1004864563,3100,0,0,0
2026-08-06 12:50:37,4982,79,0,3159,-634,-659,4081,75,-4624,872,92,47144,913423788,1004864563,3150,0,0,0
2026-08-06 12:55:37,5168,78,0,3300,-610,-653,4003,74,-4575,940,83,47145,914138462,1004864563,3300,0,0,0
2026-08-06 13:00:37,5356,76,0,3369,-536,-605,4064,73,-4526,1066,82,47146,914857053,1004864563,3369,0,0,0
2026-08-06 13:05:36,5514,75,0,3339,-207,-172,4077,72,-4484,932,85,47145,915462981,1004864563,3350,0,0,0
2026-08-06 13:15:37,5841,73,0,3459,-730,-2359,4039,69,-4399,907,85,47144,916705977,1004864563,3450,0,0,0
2026-08-06 13:20:37,6085,71,0,3639,-767,-676,3994,67,-4335,933,85,47147,917623254,1004864563,3550,0,0,0
2026-08-06 13:25:37,6293,70,0,3509,-617,-968,3994,66,-4280,917,89,47145,918402014,1004864563,3509,0,0,0
2026-08-06 13:30:37,6465,68,0,3479,-745,-673,3954,65,-4235,927,95,47145,919045079,1004864563,3479,0,0,0
2026-08-06 13:35:37,6609,67,0,3369,-568,-837,3955,64,-4198,935,102,47145,919584615,1004864563,3369,0,0,0
2026-08-06 13:40:37,6768,66,0,3350,-483,-490,3961,63,-4156,1027,106,47146,920183584,1004864563,3359,0,0,0
2026-08-06 13:45:37,6928,65,0,3300,-142,-136,3960,62,-4114,914,109,47144,920777197,1004864563,3289,0,0,0
2026-08-06 13:50:37,7146,63,0,3439,-1802,-1745,3856,60,-4057,741,100,47146,921572815,1004864563,3400,0,0,0
2026-08-06 14:00:37,7385,62,0,3300,-146,-151,3934,59,-3994,744,87,47147,922460629,1004864563,3309,0,0,0
2026-08-06 14:10:37,7552,61,0,2779,-330,-307,3908,58,-3951,880,93,47145,923075557,1004864563,2789,0,0,0
2026-08-06 14:20:37,7654,60,0,2889,-61,-52,3925,58,-3924,863,88,47146,923452449,1004864563,2869,0,0,0
2026-08-06 14:40:37,7845,58,0,3169,-1732,-1225,3825,56,-3874,747,79,47145,924142572,1004864563,3100,0,0,0
2026-08-06 14:45:37,8133,56,0,3469,-1561,-1614,3816,54,-3796,846,70,47147,925222864,1004864563,3450,0,0,0
2026-08-06 14:55:37,8390,53,0,3479,-273,-305,3867,52,-3709,1078,68,47146,926431040,1004864563,3479,0,0,0
2026-08-06 15:05:36,8697,52,0,3500,-289,-412,3861,50,-3648,850,66,47145,927281424,1004864563,3500,0,0,0
2026-08-06 15:15:37,8882,51,0,3469,-319,-148,3861,49,-3598,832,68,47148,927963634,1004864563,3469,0,0,0
2026-08-06 15:20:37,9007,50,0,3469,-296,-331,3847,48,-3567,868,68,47151,928406852,1004864563,3469,0,0,0
2026-08-06 15:30:37,9240,48,0,3429,-188,-224,3836,46,-3510,930,70,47151,929192171,1004864563,3439,0,0,0
2026-08-06 15:40:36,9472,47,0,3359,-229,-278,3834,45,-3450,866,73,47148,930008356,1004864563,3359,0,0,0
2026-08-06 15:45:37,9584,46,0,3329,-528,-727,3802,44,-3420,777,75,47149,930420470,1004864563,3339,0,0,0
2026-08-06 15:50:37,9700,45,0,3300,-77,-88,3830,44,-3378,939,76,47139,930995204,1004864563,3309,0,0,0
2026-08-06 15:55:37,9842,44,0,3100,-61,-67,3836,43,-3370,801,83,47139,931101666,1004864563,3109,0,0,0
2026-08-06 16:05:37,10026,43,0,3100,-68,-75,3828,42,-3325,869,83,47137,931713428,1004864563,3100,0,0,0
2026-08-06 16:10:36,10215,41,0,3369,-699,-679,3767,40,-3254,1074,78,47136,932673978,1004864563,3339,0,0,0
2026-08-06 16:15:36,10364,40,0,3259,-2765,-3476,3630,39,-3222,1017,82,47143,933118719,1004864563,3269,0,0,0
2026-08-06 16:25:37,10559,39,0,3169,-28,-9,3815,38,-3196,759,89,47142,933473827,1004864563,3169,0,0,0
2026-08-06 16:45:37,10644,38,0,3150,-342,-298,3786,37,-3146,862,92,47141,934152251,1004864563,3129,0,0,0
2026-08-06 16:55:37,10860,37,0,3269,-388,-355,3778,36,-3092,960,90,47140,934881393,1004864563,3269,0,0,0
2026-08-06 17:00:37,10985,36,0,3300,-253,-243,3777,35,-3056,1018,91,47141,935382229,1004864563,3289,0,0,0
2026-08-06 17:05:37,11133,35,0,3309,-591,-597,3751,34,-3016,1010,94,47146,935921404,1004864563,3300,0,0,0
2026-08-06 17:10:37,11280,34,0,3329,-335,-358,3761,33,-2981,981,95,47148,936394915,1004864563,3329,0,0,0
2026-08-06 17:15:36,11429,33,0,3389,-229,-216,3762,32,-2931,1003,93,47149,937069375,1004864563,3389,0,0,0
2026-08-06 17:20:36,11600,31,0,3389,-234,-331,3750,30,-2895,913,90,47148,937543940,1004864563,3389,0,0,0
2026-08-06 17:25:36,11845,29,0,3559,-404,-368,3735,29,-2813,1170,81,47137,938636522,1004864563,3569,0,0,0
2026-08-06 17:30:37,12094,28,0,3459,-277,-300,3731,27,-2763,1043,84,47145,939310964,1004864563,3459,0,0,0
2026-08-06 17:35:36,12241,27,0,3359,-274,-398,3727,26,-2729,1027,88,47147,939763333,1004864563,3359,0,0,0
2026-08-06 17:40:37,12370,26,0,3359,-412,-389,3722,25,-2697,1026,89,47150,940195135,1004864563,3359,0,0,0
2026-08-06 17:45:37,12529,25,0,3409,-321,-140,3724,24,-2644,969,88,47150,940893718,1004864563,3400,0,0,0
2026-08-06 17:50:37,12764,23,0,3429,-547,-467,3696,22,-2582,1096,85,47137,941720477,1004864563,3419,0,0,0
2026-08-06 17:55:37,12877,22,0,3459,-270,-273,3710,22,-2528,1122,83,47142,942424478,1004864563,3459,0,0,0
2026-08-06 18:01:08,13122,21,0,3259,-131,-157,3721,21,-2509,887,91,47141,942687490,1004864563,3269,0,0,0
2026-08-06 18:07:54,13183,20,0,3229,-318,-282,3712,20,-2503,826,93,47141,942767857,1004864563,3229,0,0,0
2026-08-06 18:10:37,13219,19,0,3279,-453,-499,3693,20,-2478,960,92,47140,943104082,1004864563,3269,0,0,0
2026-08-06 18:25:37,13571,17,0,3269,-567,-947,3648,17,-2374,979,99,47150,944475738,1004864563,3250,0,0,0
2026-08-06 18:30:37,13757,16,0,3339,-613,-496,3659,16,-2320,1005,99,47137,945194033,1004864563,3329,0,0,0
2026-08-06 18:35:37,13946,15,0,3239,-228,-258,3677,15,-2289,1010,105,47139,945605351,1004864563,3250,0,0,0
2026-08-06 18:40:37,14115,14,0,3279,-421,-425,3653,14,-2246,1029,105,47142,946162568,1004864563,3269,0,0,0
2026-08-06 18:45:37,14356,12,0,3379,-991,-1143,3590,12,-2188,1009,99,47144,946917496,1004864563,3359,0,0,0
2026-08-06 18:50:37,14621,10,0,3329,-391,-395,3643,10,-2156,1075,102,47151,947342095,1004864563,3319,0,0,0
2026-08-06 18:55:36,14924,7,0,3519,-575,-489,3616,7,-2093,1242,94,47139,948157224,1004864563,3509,0,0,0
2026-08-06 19:00:37,15185,6,0,3600,-340,-226,3634,6,-2039,1186,98,47144,948855249,1004864563,3600,0,0,0
2026-08-06 19:05:37,15276,5,0,3609,-283,-264,3626,5,-1992,1038,101,47144,949468845,1004864563,3609,0,0,0
2026-08-06 19:10:36,15375,4,0,3639,-872,-980,3562,4,-1943,962,105,47151,950104824,1004864563,3609,0,0,0
2026-08-06 19:20:36,15555,3,0,3539,-665,-671,3530,3,-1865,1064,130,47148,951102171,1004864563,3529,0,0,0
2026-08-06 19:30:37,15780,2,0,3359,-973,-745,3436,2,-1803,692,204,47149,951891674,1004864563,3350,0,0,0
2026-08-06 19:40:37,15342,6,1,4019,3973,3952,3922,6,-1912,1000,98,47148,953251026,1007764147,3309,8587,2181,20
2026-08-06 19:45:37,14074,14,1,4429,3847,3860,3962,15,-2244,1000,70,47149,954159747,1013391682,3709,8610,2180,20
2026-08-06 19:50:37,12838,22,0,4619,3953,3980,4004,23,-2567,1000,58,47149,955023099,1018933548,3889,0,0,0
2026-08-06 20:00:37,12998,21,0,3109,-427,-210,3750,21,-2525,1000,97,47148,955603867,1018933548,3100,0,0,0
2026-08-06 20:10:37,13193,20,0,3400,-271,-292,3731,20,-2474,321,87,47148,956294242,1018933548,3400,0,0,0
2026-08-06 20:15:37,13280,19,0,3269,-414,-429,3716,19,-2451,365,93,47148,956596847,1018933548,3289,0,0,0
2026-08-06 20:25:37,13477,18,0,3289,-281,-268,3713,18,-2400,511,95,47148,957287312,1018933548,3300,0,0,0
2026-08-06 20:35:37,13677,17,0,3079,-349,-503,3681,16,-2348,696,109,47149,957986401,1018933548,3079,0,0,0
2026-08-06 20:40:37,13770,16,0,3050,-236,-229,3696,16,-2323,679,112,47150,958310485,1018933548,3059,0,0,0
2026-08-06 20:45:37,13887,15,0,3109,-490,-412,3675,15,-2293,784,112,47149,958715009,1018933548,3100,0,0,0
2026-08-06 20:56:32,14079,14,0,2939,-158,-119,3684,15,-2242,758,124,47151,959380548,1018933548,2939,0,0,0
2026-08-06 21:07:20,14179,13,0,2769,-33,-8,3694,14,-2216,661,133,47151,959725346,1018933548,2769,0,0,0
2026-08-06 21:45:46,14318,12,0,2509,-17,-11,3690,13,-2180,642,153,47151,960206408,1018933548,2509,0,0,0
2026-08-06 21:55:37,14505,11,0,2969,-528,-313,3653,11,-2117,899,122,47149,961027727,1018933548,2969,0,0,0
2026-08-06 22:00:36,14719,10,0,2819,-61,-23,3679,10,-2098,777,139,47148,961276336,1018933548,2829,0,0,0
2026-08-06 22:05:36,15042,7,0,2709,-256,-250,3661,7,-2092,663,159,47148,961354064,1018933548,2709,0,0,0
2026-08-06 22:10:37,13802,16,1,3400,2530,2481,3930,16,-2315,1000,103,47151,961896846,1022615086,3009,4535,2926,15
2026-08-06 22:15:37,12829,23,1,3539,3008,3024,3991,23,-2569,1000,86,47151,962414515,1026774351,3159,4548,2925,15
2026-08-06 22:20:37,11934,29,1,3729,3009,3024,4016,29,-2804,1000,81,47151,962897512,1030642935,3289,4547,2925,15
2026-08-06 22:25:37,11043,35,1,3779,2864,2847,4027,35,-3037,1000,83,47151,963590371,1034706195,3369,4538,2925,15
2026-08-06 22:30:37,10153,41,1,3869,2971,2985,4057,41,-3270,1000,69,47151,964109855,1038615606,3439,4532,2924,15
2026-08-06 22:35:37,9307,46,0,3500,-474,-350,3922,46,-3491,1000,67,47148,964474458,1042252532,3489,0,0,0
2026-08-07 00:10:37,9717,45,0,2479,-32,-44,3852,44,-3384,409,104,47150,966279530,1042579081,2479,0,0,0
2026-08-07 00:40:36,10005,43,0,3079,-129,-155,3823,42,-3309,877,84,47149,967313279,1042579081,3069,0,0,0
2026-08-07 00:50:37,10250,41,0,3169,-434,-391,3799,40,-3244,825,84,47151,968185301,1042579081,3159,0,0,0
2026-08-07 00:55:36,10362,40,0,3150,-351,-270,3804,39,-3215,764,86,47151,968586033,1042579081,3150,0,0,0
2026-08-07 01:00:36,10501,39,0,3159,-249,-176,3803,38,-3179,715,88,47149,969081572,1042579081,3159,0,0,0
2026-08-07 01:05:37,10645,38,0,3229,-610,-501,3782,37,-3141,750,89,47151,969597990,1042579081,3219,0,0,0
2026-08-07 01:15:36,10849,37,0,3189,-219,-181,3796,36,-3088,657,93,47148,970328210,1042579081,3189,0,0,0
2026-08-07 01:20:37,10935,36,0,3209,-155,-156,3797,35,-3065,646,94,47148,970633888,1042579081,3209,0,0,0
2026-08-07 01:30:37,11130,35,0,3179,-162,-143,3792,34,-3014,709,98,47148,971330284,1042579081,3179,0,0,0
2026-08-07 01:35:37,11210,34,0,3069,-248,-335,3778,34,-2993,655,104,47148,971615589,1042579081,3059,0,0,0
2026-08-07 01:45:37,11419,33,0,3109,-296,-298,3774,32,-2938,700,103,47150,972358481,1042579081,3109,0,0,0
