Capture Timestamp,T,P : Percent Cmd_DoPreempt,WO: Ops p 0/1/2/3,WL: SumLatency p 0/1/2/3,WM: MaxLatency p 0/1/2/3,RO: Ops p 0/1/2/3,RL: SumLatency p 0/1/2/3,RM: MaxLatency p 0/1/2/3,E: Band Erases,F: Host Flushes,HR: Host Reads,HW: Host Writes,NR: Nand Reads,NW: Nand Writes,NUR: Nand Util Reads,NUW: Nand Util Writes,CW: Clog Writes,IW: Ind Writes,GC: GC Writes,PR: Prefetch Reads,PH: Prefetch Hits,PN: Prefetch fetch next ranges,AW: Writes that were handled by autowrite HW,WCD: Write cache dirty percentage,WCFB: Write cache free buffers percentage,GLT: GC L-only us,W : Wear Level Bands,BI: BLKS(SLC),BU: BLKS(MLC/TLC),BL: BLKS LVL,TH: Time in Hysteresis (ms),S : Free Segs,QOS,V : IndMem Free,ML: IndMem Lvl (C)hoke (E)extreme (A)low (0)good,X : Expedite Ok/Fail,U : Host unmaps,C : Host tags(Min/Max),UT: Update Time(us),NU: Updates,ST: Search Time(us),GMT: GC Move Time(us),NS: Searches,MB: Cache/Ind MBUs,IMM: Time Spent in Immediate Cmd (us),EX: Extra senses in MSP may slow read perf,Ti: IndMem #free tilesDT: delta for +freeTile/-fre,DT,DL,DM,DU,PUM,MTH,GCS,WA,GCD,GM,UE,GB,RH,RI,RR,GCN,OBC,SAJ,MAJ,LAJ,STI,MTI,LTI,TAJ,TBJ,GBJ,GUI,GTD,DTB,ABM,FRQ,CPU,CYC,INST,L2M,L2A,SMF,SMC,SMD,BO,OS,OV,CBDR_PA,CBDR_RD,REWS,RFRS,ADFH,ADHF,VBWR,VBRR,CFDWC,CFDRC,DLWD,DLRD,UWDF,URDF,DPQBI,DPQBO,
,345892,0,0/0/0/0,0/0/0/0,0/0/0/0,49/7/2/0,7603/1091/257/0,203/181/129/0,0,0,315,28,315,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8104,1,29427736,0,0/0,0,0/14,0,0,122,0,59,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,599,2,17372,12181,6,271,1,0,0/0,0,0,0,0,0,0,0,112,28,0,28,9,30,325,0,350,31,0,0,
,345992,0,0/0/0/0,0/0/0/0,0/0/0/0,101/9/1/0,13792/1716/134/0,475/240/134/0,0,1,419,205,419,232,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8117,1,29427704,0,0/0,22,0/14,874,156,299,0,113,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,619,8,53008,37663,56,633,0,1,0/1,0,0,0,0,0,56,56,153,121,1,206,56,231,441,233,726,531,0,0,
,346091,0,0/0/0/0,0/0/0/0,0/0/0/0,317/5/0/0,39080/753/0/0,524/176/0/0,0,0,1286,43,1286,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8107,1,29427704,0,0/0,0,0/14,0,0,617,0,327,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,7,63087,46103,24,1011,0,0,0/0,0,0,0,0,0,0,0,389,43,0,43,36,109,1326,0,1356,56,0,0,
,346191,0,0/0/0/0,0/0/0/0,0/0/0/0,381/4/3/0,66034/620/459/0,1689/188/185/0,0,0,2623,383,2623,968,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8122,1,29427920,0,0/0,467,0/14,3898,655,581,0,395,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,798,18,151252,123713,175,1714,1,1,0/1,0,0,0,0,0,297,278,1956,131,14,411,182,745,2697,975,3513,1809,0,0,
,346290,0,0/0/0/0,0/0/0/0,0/0/0/0,254/10/0/0,36308/1430/0/0,366/197/0/0,0,0,1950,20,1950,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8117,1,29427920,0,0/0,0,0/14,0,0,325,0,271,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,6,52097,38568,20,787,1,0,0/0,0,0,0,0,0,0,0,1141,20,0,20,34,84,1987,0,1988,39,0,0,
,346390,0,0/0/0/0,0/0/0/0,0/0/0/0,190/21/7/0,28538/2979/935/0,337/236/162/0,0,0,1686,23,1693,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8110,1,29427920,0,0/0,0,0/14,0,0,424,0,224,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,736,6,47198,34414,17,727,1,0,0/0,0,0,0,0,0,0,0,585,23,0,23,33,79,1735,0,1742,39,0,0,
,346489,0,0/0/0/0,0/0/0/0,0/0/0/0,226/12/0/0,42245/2255/0/0,786/323/0/0,0,0,2092,33,2085,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8105,1,29427920,0,0/0,0,0/14,0,0,620,0,243,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,619,8,54400,40095,20,785,1,0,0/0,0,0,0,0,0,0,0,1338,33,0,33,40,97,2127,0,2140,53,0,0,
,346589,0,0/0/0/0,0/0/0/0,0/0/0/0,306/19/20/0,53745/2393/2707/0,1840/391/205/0,0,0,1737,180,1737,288,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8122,0,29427864,0,0/0,31,0/8,1188,200,743,0,352,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,740,13,99963,73806,94,1354,1,0,0/0,0,0,0,0,0,146,141,939,95,37,254,110,418,1790,290,2207,702,0,0,
,346689,0,0/0/0/0,0/0/0/0,0/0/0/0,74/12/0/0,14247/3572/0/0,790/741/0/0,0,0,851,276,851,488,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8119,0,29427896,0,0/0,419,0/8,2052,449,163,0,90,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,9,74660,55768,134,783,1,0,0/0,0,0,0,0,0,241,302,688,154,62,400,119,556,876,491,1569,1236,0,0,
,346788,0,0/0/0/0,0/0/0/0,0/0/0/0,44/24/10/0,8361/3606/1572/0,577/215/189/0,0,0,502,20,502,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8114,0,29427896,0,0/0,0,0/8,0,0,154,0,80,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,2,20947,14776,13,281,1,0,0/0,0,0,0,0,0,0,0,295,20,0,20,16,49,515,0,530,25,0,0,
,346888,0,0/0/0/0,0/0/0/0,0/0/0/0,152/9/5/0,19631/7237/811/0,322/1383/190/0,0,0,1268,202,1268,48,0,0,0,0,0,0,0,0,100,1,49,0,0,432,3418,0/0,0,7957,0,29427888,0,0/0,0,0/8,76,5,335,0,167,20/13,0,0,30,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,797,6,49498,34911,39,700,1,0,0/0,0,0,0,0,0,0,8,861,107,1,203,44,182,1299,48,1490,279,0,0,
,346988,0,0/0/0/0,0/0/0/0,0/0/0/0,80/66/0/0,19320/5900/0/0,1500/154/0/0,0,0,810,243,810,872,0,0,8,3,0,0,0,0,100,0,51,0,0,432,3418,0/0,0,8119,0,29427872,0,0/0,811,0/8,3064,564,352,0,150,20/13,0,0,29,0/1,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,765,13,105399,80024,170,1066,1,0,0/0,0,0,0,0,0,338,407,535,92,86,415,158,710,844,878,1670,1749,0,0,
,347087,0,0/0/0/0,0/0/0/0,0/0/0/0,84/7/10/0,13634/1152/1220/0,932/189/183/0,0,0,734,19,734,0,0,0,0,0,0,0,0,0,100,0,51,0,0,432,3418,0/0,0,8117,0,29427872,0,0/0,0,0/8,0,0,224,0,102,20/13,0,3,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,608,4,25498,17499,14,394,1,0,0/0,0,0,0,0,0,0,0,224,19,0,19,17,54,754,0,766,26,0,0,
,347187,0,0/0/0/0,0/0/0/0,0/0/0/0,55/12/0/0,9124/7855/0/0,346/1570/0/0,0,0,999,452,999,1176,0,0,24,2,0,0,0,0,100,0,49,0,0,432,3418,0/0,0,8036,0,29427968,0,0/0,319,0/8,4207,510,205,0,70,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,17,107404,83297,148,921,1,0,0/0,0,0,0,0,0,245,0,780,185,3,890,173,697,1032,1112,2281,2237,0,0,
,347286,0,0/0/0/0,0/0/0/0,0/0/0/0,117/14/8/0,18477/3356/1027/0,980/1321/179/0,0,0,1002,0,1002,96,0,0,0,0,0,0,0,0,0,0,50,0,0,432,3418,0/0,0,8124,0,29427960,0,0/0,25,0/8,616,88,253,0,141,20/13,0,4,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,712,5,40211,27978,36,564,1,0,0/0,0,0,0,0,0,36,0,497,0,0,0,35,154,1030,169,1071,178,0,0,
,347386,0,0/0/0/0,0/0/0/0,0/0/0/0,259/8/0/0,42970/1264/0/0,1401/338/0/0,0,0,1969,187,1968,200,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8120,0,29427944,0,0/0,19,0/8,471,101,475,0,275,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,782,9,72147,51436,68,1028,1,0,0/0,0,0,0,0,0,48,24,221,127,1,188,73,286,2015,201,2257,448,0,0,
,347485,0,0/0/0/0,0/0/0/0,0/0/0/0,280/5/0/0,67632/2131/0/0,1581/1685/0/0,0,0,2985,227,2985,288,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8116,0,29427904,0,0/0,68,0/9,741,153,572,0,294,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,797,11,91301,69575,68,1088,1,0,0/0,0,0,0,0,0,24,24,1811,157,0,228,87,305,3065,290,3300,584,0,0,
,347584,0,0/0/0/0,0/0/0/0,0/0/0/0,392/3/0/0,52885/346/0/0,1097/158/0/0,0,0,2556,262,2556,192,0,0,0,0,0,0,0,0,100,0,49,0,0,432,3418,0/0,0,8114,0,29427920,0,0/0,95,0/7,889,191,606,0,405,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,797,12,95754,73189,77,1201,1,0,0/0,0,0,0,0,0,48,48,617,187,0,264,96,325,2603,193,2914,555,0,0,
,347684,0,0/0/0/0,0/0/0/0,0/0/0/0,130/93/2/0,46295/36839/2987/0,4044/2864/1499/0,0,0,1425,1447,1425,1640,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3418,0/0,0,8115,0,29427976,0,0/0,416,0/7,1927,443,526,0,231,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,798,13,107244,80987,128,1243,1,0,0/0,0,0,0,0,0,362,362,683,1279,2,1459,134,543,1475,1652,3460,3664,0,0,
,347784,0,0/0/0/0,0/0/0/0,0/0/0/0,222/31/4/0,51183/15076/693/0,2962/3540/196/0,0,0,1974,391,1974,680,0,0,8,3,0,0,0,0,100,0,51,0,0,432,3418,0/0,0,8124,0,29428072,0,0/0,1386,0/8,1923,366,498,0,266,20/13,0,0,29,1/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,12,99512,76576,105,1177,1,0,0/0,0,0,0,0,0,169,169,265,265,1,394,115,450,2024,685,2651,1353,0,0,
,347883,0,0/0/0/0,0/0/0/0,0/0/0/0,271/0/0/0,35780/0/0/0,628/0/0/0,0,0,1780,116,1780,0,0,0,0,0,0,0,0,0,100,0,49,0,0,432,3418,0/0,0,8113,0,29428072,0,0/0,0,0/8,0,0,473,0,278,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,7,56191,41251,23,860,1,0,0/0,0,0,0,0,0,0,0,682,114,0,116,38,100,1820,0,1920,133,0,0,
,347983,0,0/0/0/0,0/0/0/0,0/0/0/0,11/35/5/12,1542/8726/649/1332,162/3588/164/173,0,0,155,200,155,392,0,0,8,3,0,0,0,0,100,0,51,0,0,432,3418,0/0,0,8123,0,29428032,0,0/0,204,0/8,1499,288,191,0,63,20/13,0,0,29,0/1,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,798,6,53910,42622,77,498,1,0,0/0,0,0,0,0,0,176,153,96,101,25,250,82,332,168,395,655,830,0,0,
,348083,0,0/0/0/0,0/0/0/0,0/0/0/0,134/45/0/0,90780/6021/0/0,6263/1371/0/0,1,0,724,1491,724,2504,0,0,8,3,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8043,0,29428128,0,0/0,314,0/8,2426,456,446,0,179,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,1,0,797,21,174682,131084,223,1810,1,0,0/0,0,0,0,0,0,2199,2068,440,1319,177,3926,260,958,768,2523,5718,8272,0,0,
,348182,0,0/0/0/0,0/0/0/0,0/0/0/0,285/7/19/0,39766/1145/3076/0,432/280/277/0,0,0,2438,56,2438,96,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8120,0,29428120,0,0/0,13,0/8,362,81,539,0,315,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,8,69823,52077,42,1027,1,0,0/0,0,0,0,0,0,12,0,486,56,0,56,58,183,2494,96,2544,176,0,0,
,348281,0,0/0/0/0,0/0/0/0,0/0/0/0,165/8/0/0,24580/1252/0/0,1413/252/0/0,0,0,1125,163,1125,288,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8124,0,29428072,0,0/0,24,0/8,879,154,327,0,174,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,797,8,64653,49535,54,748,1,0,0/0,0,0,0,0,0,53,0,336,80,1,164,68,248,1156,290,1388,466,0,0,
,348380,0,0/0/0/0,0/0/0/0,0/0/0/0,134/19/6/0,18255/3289/788/0,388/265/156/0,0,0,994,0,994,0,0,0,0,0,0,0,0,0,0,0,50,0,0,432,3386,0/0,0,8124,0,29428072,0,0/0,0,0/8,0,0,299,0,160,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,4,33866,24518,15,523,1,0,0/0,0,0,0,0,0,0,0,275,0,0,0,21,63,1018,0,1009,9,0,0,
,348480,0,0/0/0/0,0/0/0/0,0/0/0/0,97/0/0/0,14666/0/0/0,335/0/0/0,0,0,748,5,748,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8119,0,29428072,0,0/0,0,0/8,0,0,162,0,97,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,796,2,23706,17267,8,349,1,0,0/0,0,0,0,0,0,0,0,97,5,0,5,14,40,765,0,763,12,0,0,
,348580,0,0/0/0/0,0/0/0/0,0/0/0/0,295/38/8/0,52631/45138/2768/0,3785/5281/784/0,1,0,2359,90,2359,96,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8121,0,29428096,0,0/0,1098,0/12,533,146,609,0,349,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,797,10,83739,62650,57,1163,1,0,0/0,0,0,0,0,0,24,24,685,37,0,90,77,271,2414,96,2517,247,0,0,
,348679,0,0/0/0/0,0/0/0/0,0/0/0/0,197/16/1/4,25291/2484/160/502,332/266/160/151,0,0,1062,7,1062,0,0,0,0,0,0,0,0,0,100,0,50,0,0,432,3386,0/0,0,8119,0,29428096,0,0/0,0,0/12,0,0,435,0,221,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,5,45175,32791,18,749,1,0,0/0,0,0,0,0,0,0,0,570,7,0,7,28,77,1093,0,1089,17,0,0,
,348778,0,0/0/0/0,0/0/0/0,0/0/0/0,248/0/0/0,26205/0/0/0,183/0/0/0,0,0,1001,0,1001,0,0,0,0,0,0,0,0,0,0,0,50,0,0,432,3386,0/0,0,8119,0,29428096,0,0/0,0,0/12,0,0,571,0,250,20/13,0,0,29,0/0,0,0/0,0/0,0/0,3/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,796,6,49131,36627,13,793,1,0,0/0,0,0,0,0,0,0,0,918,0,0,0,27,70,1030,0,1020,10,0,0,
